!	mul	!!	!	factorial	!	factorial	concat
-ci-	en	-cir-	ci	cd	r		concat
-ci-	en	-cir-	c		ir	international relations	concat
-cidal	es	-cida	c		ida	going,march	concat
-cidal	es	-cida	cid	rodrigo díaz	a		concat
-cide	cmn	殺手	殺	slay,killing,kill	手	hand	concat
-cide	cmn	殺人	殺	slay,killing,kill	人	human,homo sapiens,person,redhead,guy,human being,man,men	concat
-cide	el	-κτόνοσ	κ	greek alphabet,ms,mr,mrs	τόνοσ	tonnage,tonos,tuna,tone,tonne,note,shade,pitch,accent,stress	concat
-cide	es	-cidio	cid	rodrigo díaz	-io	-ium	concat
-cide	fr	-cide	ci	here,this	de		concat
-cide	it	-cidio	ci	ourselves,here,there,us	dio	god	concat
-cide	it	-cida	ci	ourselves,here,there,us	da	’s,house,since,by,to,from,as,after	concat
-cide	ja	殺す人	殺す	suppress,kill,murder,stifle,slay,zap	人	human,people,person,star,-er,sort,one,human being,man,-ian	concat
-cide	ru	-цид	ци	qi,chi	д	deci-,breast	concat
-cide	sv	mördare	mörda	kill,murder,assassinate	-re	-er	concat
-cide	sv	mord	m		ord	word	concat
-cisti	it	-cisto	ci	ourselves,here,there,us	sto	this	concat
-clinal	en	slope	slop	sloppy	e		concat
-clinal	it	-clino	c		lino	flax,linus,linen	concat
-clinal	it	-clino	cl	caltanisetta,caltanissetta	-ino	-ling,-y,-ee,diminutive	concat
-co-	en	-col-	co	co's	l		concat
-coccus	fr	-coque	coq	rooster,cockerel,cock	ue	eu	concat
-coccus	fr	-coque	co-	co-	que	which,how,that,only,whether,when,but,as,than,if	concat
-colous	en	habitat	habit	chickweed,inveterate,nocturnality,outgrow,assuetude,practice,secrecy,set in one's ways,wone,frock,turn over a new leaf,vice,habitude,habitus,well-thewed,habitual,wontedness,insuetude	at	centrally,longa,to-,@,a.,commercial at,a-,be-,on,as of,to,ad-,at-	concat
-colous	fr	-cole	co-	co-	le	the,him,lordship,a,your,so,it,my,an	concat
-colous	fr	-cole	col	collar,col,neck,gap	e		concat
-colous	it	-colo	co	como	lo	the,him,it	concat
-colous	it	-colo	c		-olo	-ol	concat
-colous	it	-colo	col	against	o		concat
-corn	en	horns	horn	vuvuzelist,hornish,meep,kerato-,horn mercury,hornify,english saddle,keratoid,ceratoid,cornific,hornlike,hornbook,whiffler,antler,cornigerous,hornen,ward-corn,bud,cornify,unicornuate,vuvuzela,fire alarm,unicornous,makossa,horniness,corniform,nasicornous,horny,cornu,tind,hornist,kerasine,garaad,horner,corny,horning,cornification	s		concat
-craft	en	skill	s		kill	knock off,put to death,self-kill,bane,uncreate,quell,make away,exterminate,grease,croak,spill blood,nonkiller,cack,to bump off,suicide,lethality,doust,cull,do,terminate,send to the glue factory,rat,off,slay,take care of,forlese,machine-gun,gank,winterkill,smoke,tweep,fordo,waste,liquidate,horizontalize,fell,snuff,finish off,wax,forswelt,rub out,sacrifice,outkill,commit suicide,whack,neck,mortify,dead,pop off	concat
-crasy	en	temperament	temper	to cool off,anneal,fuse,retemper,delay,contemperate,mistemper,physiognomy,temperative,untemper,snit,irish,short-tempered,hair-trigger,sullen,attemper,blow a fuse,disgruntle,amiable,dander	ament	amentaceous	concat
-crat	es	-crata	c		rata	rat	concat
-crete	en	concrete	con	cun,subtility,fleece,cond,fakeloo,disadvantage,put-up job,mountebank,scam artist,bamboozle	crete	iraklion,chthonia,mycenaean greek,chania,cretan,knossos,agrimi,gortyn	concat
-cy	ms	-si	-ڽ	it,him,his,its,her	si	cee,the	drop left
-cy	pt	-idade	i		-dade	-ity	concat
-cy	pt	-idade	ida	going,trip,departure	de		concat
-cyte	es	-cito	c		-ito	-ling,-y,-ate,minerals	concat
-cyte	fi	-syytti	syyt	grain	ti	dit	concat
-de	sv	-te	t		e		concat
-dermatous	en	skin	s		kin	akin,kinsmen,kinless,sib,unkindred	concat
-dermatous	en	skin	ski	snowboard,skiless,snowblade,schuss,high season,outski,low season,skijor	n		concat
-diene	de	-dien	di-	di-	-en	declensional,verbündete,-ene,grammatical cases,to,auszubildende,gülden	concat
-diene	de	-dien	die	the,which,these,who,they,that,what,this,whose,her,them,it,she,those,whom,an	n		concat
-diene	en	diene	die	mullar,cash in,d20,croak,slip away,slip the cable,go over to the majority,cark it,aleatory,exit,pass away,depart,buy the farm,lose the number of one's mess,dice,knucklebone,expire,d6,kick,check out,dead,promote to glory,keel over,go,dead man walking,toddle off,join the majority,screw box,conk out,at death's door,lose one's life,go the way of all flesh,suck the kumara,draw one's last breath,die away,fall asleep,kick the bucket,winterkill,d4,passes away,passing away,join the choir invisible,pip,pass over,pop off,disincarnate,quell,strike down,drawbench,pass on,to string up,swelt,demise,to bite the dust,to bite the big one,perish,d10,to yield up the ghost,redie,forthfare,dieless,decease,to bite the biscuit,ghost,go belly-up,cash in one's chips,rest,turn to dust,on one's last legs,meet one's doom,go west,extrude,give up the ghost,death march,d12,passed away,pay the debt of nature,buy it,flatline,quatre,cease to be,moribund,succumb,pop one's clogs,snuff it,suffocate,fall,go home,hand in one's dinner pail,cross over,torfel,starve,d8,falwe,pass,forswelt,take a dirt nap,peg out	ne	northeast	concat
-dimensional	sv	-dimensionell	dimension	dimension	-ell	-al	concat
-dom	en	nonce words	nonce word	nonce	s		concat
-dom	en	nonce words	nonce	yo-ho-ho!	words	verbiage,anagram dictionary,thought bubble,verbicidal,wordable,wordsman,syllabic abbreviation,or,verbal communication,biverbal,polysemy,homophene,line,depict,logomaniacal,logomachist,tautegorical,numbers station,paronymy,wordage,wordie,wordily,verbalism,vocally,coiner,verbally,logological,tralatition,speech bubble,word-lover,lexical item,catchphrase,logology,verbophobia,orthoepist,ambit,wordmonger,light novel,verbality,verbal,translingual,deverbalize,catch phrase,verbile,protoconversation,interverbal,unwordable	concat
-dom	en	fandom	fan	tyke,brin,hoop,cottager,evertonian,fannish,gunner,fanless,bee,black cat,claret,blower,femme fan,hatter,gill,sercon,cherry,flabellation,bluebird,robin,shrimper,eventilate,blade,fanbearer,pilgrim,latic,hammer,magpie,destratificator,chairboy,gleek,pirate,tiger,palmate,punkah,liverpudlian,villan,saddler,addick,fox,saint,trotter,flabel,superfan,seagull,canary,potter,royal,swan,seasider,red devil,scummer,glover,bantam,van,ram,winder,flabellate,hornet,sky blue,gooner,megafan,flabelliform,fanlike,spur,wednesdayite,enthuser,baggie,tractor boy,rover	dom	domari	concat
-door	fi	-ovinen	ovin	behind closed doors	-en	-vn	concat
-door	fi	-ovinen	ovi	cellar door,door	-nen	-ling,-y,-ed,-er	concat
-ed	fi	-kas	-a	infinitive,partitive,to	kas	look,my,oh	drop left
-ed	fi	-kas	-ä	infinitive,partitive,to	kas	look,my,oh	drop left
-ed	fi	-nen	n		-en	-vn	concat
-ed	fi	-nen	ne	the,they	n		concat
-ed	hu	-ett	e		-tt	-ed	concat
-ed	hu	-ött	öt	five	-t	accusative case,-ed,causative	concat
-ed	mul	-ata	a		ta	tantalum	concat
-ed	mul	-ata	at	astatine	a		concat
-ed	mul	-ata	-	―,bond,–,—	-ata	-ed	concat
-ed	nl	-ig	i		g		concat
-ed	nl	ge-	g		e		concat
-ed	pl	-ny	n		-y	-ous,-ed,-th	concat
-ee	eo	-ato	a		to	tee	concat
-ee	es	-ado	a		do	c,do,where	concat
-ee	fr	-ée	é-	away	e		concat
-ee	fr	-euse	eu	us	se	se,oneself,itself,himself,each other,herself,you,themself,themselves	concat
-ee	it	-ino	in	crumble,at,in,into,by,listen,summon,to,concrete	o		concat
-ee	it	-atrice	a		-trice	-trix,-tore	concat
-ee	it	-ino	i		no		concat
-eer	en	engaged	engage	trade,duel,indent,merchandise,bespeak,catch,foreplay,nonengagement,raid,re-engage,enter into,engross,sign,copyfight,brawl,deraign,shut the door on	d		concat
-eer	en	engaged	eng	heng	aged	ageful,agedness,a.e.,grandevous,long in the tooth,nonaged,sexagenerian,wintry,youthless,agedly,aetat,danbo,ageable,overaged,unaged,eldern,gerontocrat,æt.	concat
-eer	en	concerned	concern	sexuality,misgivings,care,mind,concerningly,raise the spectre,rine,unconcernment,give someone pause,nonreassuring,oh dear,heartless,shrug,note,atrine,concerning,blithe,oofta,study,betouch,blithely,matter,gigmanity,touch,big deal,non-issue,nonconcern,indaba,regard,ruffle some feathers,concernment,knot,concerned,reck,complaint	-ed	bound morpheme,-'d	concat
-eh	en	lolcat	lol	halgi,loler,lolsies,lolspeak	cat	catwise,c@,ailuro-,mountain lion,quoll,cathood,cat lady,malkin,andean cat,puss,chinese mountain cat,cattish,nyao,oriental shorthair,kitteh,noncat,calico,mexican hairless,tomcat,meow,mog,manx,catdom,leopard,grimalkin,kitty witty,iriomote cat,feline,anchor,felicide,catlike,ragamuffin,catwoman,catling,pussy,cymric,caracal,bicolour,miaul,wildcat,siberian,fluffy,russian,javanese,pantanal cat,tipcat,catness,feliform,catslaughter,black-footed cat,cheetah,kittle,hiss,bengal,catless,sand cat	concat
-elect	fi	vastavalittu	vasta	just,whisk,freshly,recently,but,newly,only	valittu	selected	concat
-elect	hu	megválasztott	megválaszt	choose	ott	there,over there	concat
-ello	it	-cello	c		-ello	-ling,diminutives	concat
-eme	ca	-ema	em	me,myself	a		concat
-eme	en	linguistic	linguist	irigarayan,gumperzian,fergusonian,nonlinguist,langackerian,languager,linguistician,greenbergian,firthian	-ic	-ally,-istical,-icity	concat
-eme	es	-ema	e		ma	maría	concat
-eme	fr	-ème	è	she's,it's	me	me,myself,maître	concat
-en	en	germanic	german	sauerkraut,zollverein,gretchen,german empire,jerry,harry hun,alemannic,heinie,almain,german studies,transrhenane,standard german,trapp,germanization,gire,bundt cake,hun,boche,isleib,germanly,high german,dutch,alleyman,farber,germ,swiss standard german,fraulein,germanish,kraut,secretary hand,mixed declension,verena,germanoid,germanness,deutsch,germanic,new high german,fritz,fritzie,pfigs,pennsylvania dutch,teutonic,burkard,binner,germanize,flammkuchen,germanification,germanify,old high german,west germanic	-ic	-ally,-istical,-icity	concat
-en	en	past participle	past	beyond,backcast,yestertime,pastward,retro,forby,bypast,over,ab aeterno,long since,one day,pastwards,pastness,ago,go the way of the dinosaurs,palaeotemperature,by-past,past imperfect tense,preterlapsed,preteritness,back in the day,pastless,gone,pass,postdiction,erstwhile,forepassed,yestertide,old days,passing,go the way of the dodo,yesterday	participle	participial adjective,participial,past participle,ppl,participialize,participially	concat
-en	en	diminutives	diminutive	diminutively,diminutival,diminutiveness,dwarflike,-ule,law,hop-o'-my-thumb,ali,macca,diminutivization,nigga,nondiminutive,-let,nomen deminutivum,terry,diminutivize,-ive,fairyland,-ster,runty,diminute,allie	s		concat
-en	en	material	mate	duck,matchless,coit,tally,cobber,polygamy,matily,mateless,matelot,comrade,makeless,mateship,mismated,china,boet,headling,bruv,fere,mount,yiff,remate,marrow,amate,intermate,yerba,cocker,cove,marra,maat,make,matehood,oestrus,tup,pal	rial	royal	concat
-en	fi	kammioineen	kammio	cell,ventricle,compartment,chamber	-ineen	with	concat
-en	fi	korkeine	korkein	supreme,highest,topmost,most high	e		concat
-en	fi	-inen	i		-nen	-ling,-y,-ed,-er	concat
-en	fi	taloineen	talo	farm,house,building,homestead,parrothouse	-ineen	with	concat
-en	fi	tekoineen	teko	ostomy,false,simulated,achievement,deed,manmade,mock,cod,turn,artificial,act,action	-ineen	with	concat
-ence	ms	-ensi	en	en	si	the,cee	concat
-ence	ms	ke--an	ke	kay,here,or,up,to	-an	-ing	concat
-ene	fi	-eeni	ee	e	-ni	the	concat
-ene	nl	-een	ee	marriage	n		concat
-ene	nl	-een	e		en	what about,so,and,well,plus	concat
-ene	nl	-een	-e-	of	en	what about,so,and,plus,well	drop left
-ene	nl	-een	-en	to	en	what about,so,and,plus,well	drop left
-ene	nl	-een	-er	agent noun,-er	en	what about,so,and,plus,well	drop left
-ene	no	-en	-s	genitive,’s,of,passive	en	an	drop left
-energy	fi	-energiainen	energia	steam,helmholtz free energy,energy,renewable energy	-inen	-like,-er,-y,-ous,-en	concat
-ent	ru	-яющий	я	ya,been there, done that,i,me,ego	-ющий	-ing	concat
-ent	ru	-ающий	а	huh,aha,eh,a,cyrillic,what about,ампер,ampere,and,but,he,ah,well,viz.	-ющий	-ing	concat
-eous	es	-eo	e		o		concat
-er	ca	-er	e		-r	to	concat
-er	cmn	...家	...呢	what about	家	house,family,home	drop left
-er	cmn	...家	...上	on	家	house,family,home	drop left
-er	cs	-itel	i		-tel	agent noun,-or	concat
-er	cs	-ník	ní	her	k		concat
-er	cs	-ik	i		k		concat
-er	cu	-икъ	и	him,and	къ	to	concat
-er	en	instance	in	inbound,outside,therein,longa,deficient,in-,en-,⠔,a-,not out,i',ben,pica	stance	to wear something on one's sleeve,fakie,pushback,platform,individualism	concat
-er	en	more	m		ore	magnesium oxide,cobaltite,bismuthinite,paco,silver mine,galena,tribute,puddling,pocket,smelt,halvans,stannite,pentlandite,stockwork,metal,oreless,mass,orebody,dolly,shamble,smeddum,pyromorphite,fettling,slime,whim,pitch,chalco-	concat
-er	en	frequently	frequent	until kingdom come,crawl,party animal,keep,crebrous,infrequent,mallternative,nonfrequent,overfrequent,regular,unfrequent,semifrequent	-ly	bound morpheme,bound form	concat
-er	es	-edor	e		-dor	-er,-ar	concat
-er	et	-ja	-s	inside,in	ja	and	drop left
-er	fa	ـکار	ـ	kashida	کار	deed,job,business,work,occupation,task,act	concat
-er	fa	ـی	ـ	kashida	-ی	an	concat
-er	fi	-ja	-a	infinitive,partitive,to	ja	full stop,and	drop left
-er	fi	-lainen	-n	for,instructive,genitive,accusative,’s	lainen	like	drop left
-er	fi	-is	i		-s	tag questions	concat
-er	fi	-lainen	laine	wave	n		concat
-er	fi	-in	i		n		concat
-er	fi	-ja	-n	for,instructive,genitive,accusative,’s	ja	full stop,and	drop left
-er	fi	-ja	-ä	infinitive,partitive,to	ja	full stop,and	drop left
-er	fr	-euse	-eur	-ness,-er,-ee	se	themselves,himself,themself,herself,itself,you,oneself,se,each other	drop left
-er	gd	-each	e		ach	only,so that,except,but	concat
-er	gd	-ear	e		ar	our,think	concat
-er	gd	-adair	ad	hat	air	upon,of,on account of,by,have,on,it,for,with,concerning,after	concat
-er	gd	-aire	air	upon,of,on account of,by,have,on,it,for,with,concerning,after	e		concat
-er	hu	-ebb	eb	dog	-b	more,-er	concat
-er	hu	-abb	a		-bb	more,-er	concat
-er	hu	-ebb	e		-bb	more,-er	concat
-er	hy	ավելի	ավել	broom,besom	ի	close front unrounded vowel	concat
-er	it	-logo	lo	the,him,it	go	go	concat
-er	it	-ese	e		se	what about,if,whether,an,if only	concat
-er	it	-ore	o		re	magnates,king,magnate,d,re,kings	concat
-er	ja	...家	...で	with,at,by,via,in	家	professional,house,household,home,doll's house,place,performer,family,expert	drop left
-er	ja	...者	...家	-er	者	person	drop left
-er	ja	...者	...の	of,which	者	person	drop left
-er	ja	...者	...	ellipsis	者	person	concat
-er	ja	...家	...を	at	家	professional,house,household,home,doll's house,place,performer,family,expert	drop left
-er	ja	...家	...と	with,that,if	家	professional,house,household,home,doll's house,place,performer,family,expert	drop left
-er	ja	...家	...著	by	家	professional,house,household,home,doll's house,place,performer,family,expert	drop left
-er	ja	...家	...に	on,to,at,-ly,by,in	家	professional,house,household,home,doll's house,place,performer,family,expert	drop left
-er	ja	...者	...者	-er	者	person	drop left
-er	ja	...者	...に	on,to,at,-ly,by,in	者	person	drop left
-er	ja	...者	...く	-ly	者	person	drop left
-er	ja	...家	...く	-ly	家	professional,house,household,home,doll's house,place,performer,family,expert	drop left
-er	ja	...家	...へ	to	家	professional,house,household,home,doll's house,place,performer,family,expert	drop left
-er	ja	...家	...	ellipsis	家	place,performer,home,household,house,expert,family,doll's house,professional	concat
-er	ja	...家	...作	by	家	professional,house,household,home,doll's house,place,performer,family,expert	drop left
-er	la	-rīx	r		īx	ex	concat
-er	la	-or	o		r		concat
-er	nl	-er	e		r		concat
-er	pt	-dores	dor	pain,ache	es	espírito santo	concat
-er	pt	-dora	dor	pain,ache	a		concat
-er	pt	-eiro	ei	hey	ro	rondônia	concat
-er	pt	-dor	d		-or	to	concat
-er	pt	-dora	d		ora	now	concat
-er	pt	-doras	dor	pain,ache	as	the,them,but	concat
-er	ru	-ятель	я	ya,been there, done that,i,me,ego	-тель	-er	concat
-er	ru	-щик	щи	shchi	к	toward,self-pity,up to,hit on,by,used to,for,grope,take back,to	concat
-er	ru	-ник	ни	nor	к	toward,self-pity,up to,hit on,by,used to,for,grope,take back,to	concat
-er	ru	-атель	а	huh,aha,eh,a,cyrillic,what about,ампер,ampere,and,but,he,ah,well,viz.	-тель	-er	concat
-er	ru	-атор	ат	att	ор	clamor	concat
-er	ru	-атель	ат	att	ель	spruce,fir	concat
-er	ru	-тель	т	cyrillic	ель	spruce,fir	concat
-er	ru	-ик	-ин	's,’s,of	к	up to,for,take back,hit on,to,used to,grope,toward,by,self-pity	drop left
-er	ru	-ер	-ев	's,-son,s’,-s,’s,of	р	cyrillic	drop left
-er	ru	-ник	н	cyrillic,n	-ик	-or,-ic,-ant,-er,-y,-ist	concat
-er	ru	-итель	и	even,trudge,cyrillic,e,i,both,и,as well as,bob's your uncle,and,so,yi	-тель	-er	concat
-er	ru	-итель	ит	it	ель	spruce,fir	concat
-er	ru	-ер	е	yo,yeah,oh yeah,e	р	cyrillic	concat
-er	ru	-ер	-ец	-ese,-er,-an	р	cyrillic	drop left
-er	ru	-атор	а	huh,aha,eh,a,cyrillic,what about,ампер,ampere,and,but,he,ah,well,viz.	тор	torus,thor,tore	concat
-er	ru	-чик	чи	chi	к	toward,self-pity,up to,hit on,by,used to,for,grope,take back,to	concat
-er	ru	-щик	щ	cyrillic	-ик	-or,-ic,-ant,-er,-y,-ist	concat
-er	sv	-ist	is	water,ice	t		concat
-er	sv	-spelare	s		pelare	pillar,column	concat
-er	sv	-spelare	spela	tune,play,gamble,melody,wind,act,rock,game	-re	-er	concat
-er	sv	-spelare	spel	play,playing,winch,board game,gambling,recess,acting,slack,game	-are	comparative,-er	concat
-er	sv	-are	ar	are	e		concat
-er	sv	-are	a		-re	-er	concat
-er	sv	mer	m		er	you,yourselves,yours,your	concat
-ergic	en	produced	produce	beteem,turn over,adapt,truck garden,underproduce,send forth,rough out,magic,birth,to lay an egg,turn around,afford,occasion,lead,fructuation,fruit,beget,forthbring,nonproducer,originate,toss up,inspire,outlead,try out one's own chops,progenerate,tear,outproduce,grind out,put out,forthput,infant,pump out,buttercross,engender,metabolize,bring forth,unproducible,coproduce,service industry,turn out,generate,overproduce,offspring,firstling	d		concat
-ergic	en	activated	activate	inactuate,reactivate,actuate	d		concat
-ery	es	-ería	e		ría	estuary,mouth	concat
-ery	fi	-mo	m		o		concat
-ery	it	-iero	i		ero	was	concat
-ery	nl	-ij	i		j		concat
-ery	sv	-eri	er	you,yourselves,yours,your	i		concat
-es	en	verbs	verb	imperative,aorist aspect,verbless,verblike,filk,multiverb,selbri,v.,imperfective aspect,verbhood,verbness,vb,imperfective,nounize,defective verb,infinitive of purpose,preverbally,ditransitive,second imperative,parelcon,denominative,aorist,give voice,heteroclisis,saunaing,postverbally,no changer,verblessly,perfective aspect,verbdom,verbalizer,pluperfect,pseudoverbal,verbal,predicative,postverbal,rhematic	s		concat
-es	hu	-ak	a		-k	-es,-s	concat
-es	hu	-ek	e		-k	-es,-s	concat
-escent	en	beginning	beg	skilder,scab,mendicate,spange,mooch,cadge,bum,thig,emendicate,limit,maund,blag,obtest,mendicant,(to) put the bee on	inning	bottom of the ninth,lead off,frame,leadoff hitter	concat
-escent	en	becoming	be	consist,beable,get,befind,belike,i'se,worth,predicable,exist,abe,peace	coming	advent,to come,come,forthcome,northeasterly	concat
-escent	en	beginning	be	consist,beable,get,befind,belike,i'se,worth,predicable,exist,abe,peace	ginning	ginnery	concat
-ese	ca	-és	-r	to	és	it’s,is	drop left
-ese	ca	-esa	es	the,oneself,itself,himself,herself,each other,themselves	a		concat
-ese	ca	-esa	e		sa	the,sound,healthy,clean	concat
-ese	ca	-esa	-er	-er,to	sa	sound,clean,the,healthy	drop left
-ese	es	-esa	es	microclimate,it’s,ace,is	a		concat
-ese	ru	-ка	к	toward,self-pity,up to,hit on,by,used to,for,grope,take back,to	а	huh,aha,eh,a,cyrillic,what about,ампер,ampere,and,but,he,ah,well,viz.	concat
-ese	ru	-ский	с	fain,sandbag,self-talk,n,jauntily,since,hit on,by,averruncate,slog,babysit,on,as of,from,off,a-tilt,with	кий	cue	concat
-ese	sv	-es	e		s		concat
-ese	tpi	bilong	bi	bee	long	toward,at,into,in,to	concat
-esque	es	-esco	e		-sco	adjectives	concat
-esque	es	-esco	es	microclimate,it’s,ace,is	co	friend,dude	concat
-esque	fr	-esque	es	are	que	which,how,that,only,whether,when,but,as,than,if	concat
-esque	hu	-es	e		s		concat
-esque	no	-isk	i		-sk	-ish	concat
-esque	ro	ească	e		ască	ascus	concat
-ess	ca	-essa	es	the,oneself,itself,himself,herself,each other,themselves	sa	the,sound,healthy,clean	concat
-ess	cmn	女......	女	nymphomania,female,girl	......	ellipsis	concat
-ess	de	-in	-s	’s	in	on the fly,within,related,on,into,at,orbit,to,bankrupt,thrill,popular,in	drop left
-ess	de	-in	i		n		concat
-ess	fr	-esse	es	are	se	se,oneself,itself,himself,each other,herself,you,themself,themselves	concat
-ess	he	-ית	-	vocal cords	-ית	-ess	concat
-ess	he	-ה	-	vocal cords	ה	he,numeral	concat
-ess	pt	-esa	es	espírito santo	a		concat
-ess	ru	-а	-о	-ly	а	viz.,ампер,he,but,what about,ah,aha,huh,and,cyrillic,a,well,eh,ampere	drop left
-ess	ru	-ья	ь	ш,palatalized,ч	я	ya,been there, done that,i,me,ego	concat
-ess	ru	-ка	-ка	-ess,just,-ese,now,-y	а	viz.,ампер,he,but,what about,ah,aha,huh,and,cyrillic,a,well,eh,ampere	drop left
-ess	ru	-ница	н	cyrillic,n	-ица	-ess	concat
-ess	ru	-а	-е	-ly	а	viz.,ампер,he,but,what about,ah,aha,huh,and,cyrillic,a,well,eh,ampere	drop left
-ess	sv	-inna	in	into,inside,in	na	her	concat
-ess	sv	-essa	ess	ace,e-flat	a		concat
-est	ar	الـ	ا	abjad,aleph,abjad numerals,alif	لـ	have,for	concat
-est	de	-ster	s		-ter	-th	concat
-est	de	-ste	s		-te	-th	concat
-est	es	-as	a		s		concat
-est	es	-es	e		s		concat
-est	es	el más	el	the,him,lordship	más	more,furthermore,else,in addition,most,plus	concat
-est	fr	le plus	le	the,him,lordship,a,your,so,it,my,an	plus	no longer,any more,more,plus sign,-er,most,-est,plus,another	concat
-est	hy	ամենա-	ամեն	amen,every,all,each	ա	oh,ah,open back unrounded vowel	concat
-est	ja	一番	一	beginning,uni-,mono-,one,1,unity	番	matches,turn,number,go	concat
-est	ja	いちばん	いち	place,trade,position,situation,location,one,1	ばん	all	concat
-est	ja	最も	最	most,-est,greatest	も	even,mourning,also,gojūon,so,too,algae,as well	concat
-est	km	ជាងគេ	ជាង	craftsman,skilled,more,exceeding,-er,artisan,smith,excess,than	គេ	he,they	concat
-est	ko	제일	제	me,-st,-nd,-th	일	day,sun,employment,job,japanese,business,matter,work,affair,concern,task,one,sunday	concat
-est	ko	가장	가	edge,lie,verge,falsehood,price,side,end,rim,value,bound,brink,temple,house,beautiful,complement,furniture,margin,subject,되다,family,아니다	장	sheet,chapter,zhang,zhuang	concat
-est	la	-es	e		-s	-est	concat
-est	la	-as	a		-s	-est	concat
-est	nl	-ste	-s-	of	te	-able,to,at,able,too,de,in	drop left
-est	pl	-asz	as	ace	z		concat
-est	ru	наи-	на	upon,outdoors,with,to,claim,at large,halfway house,astride,by,ostler,reference,toward,amain,buzz,count on,at,into,against,in,steaming,tenacity,for,times,outdoor,onto,discretionary,about,on,per	и	even,trudge,cyrillic,e,i,both,и,as well as,bob's your uncle,and,so,yi	concat
-est	ru	наибо́лее	наи-	most,arch-,-est	бо́лее	more	concat
-est	ru	-ашь	аш	h,aitch	ь	ш,palatalized,ч	concat
-est	sh	naj-	na	telephone,on,count on	j		concat
-est	sh	нај-	на	telephone,on,count on	ј	serbo-croatian cyrillic alphabet,cyrillic	concat
-est	sv	-ast	as	æsir,carrion,carcass	t		concat
-est	sv	mest	mes	craven,backpack,coward,chickadee,wimp	t		concat
-est	sv	mest	m		est	estonian	concat
-eth	no	-ende	en	an	de		concat
-etic	no	-etisk	et	an	-isk	-esque,-ish,-ic	concat
-ette	hu	-ecske	e		-cske	-ette,-let	concat
-ette	hu	-acska	a		-cska	-ette,-let	concat
-ette	hu	-öcske	öcs	little,brother,little brother	-ke	-y	concat
-ette	ja	しょう	しょ	place,places,document	う	gojūon,cormorant	concat
-ever	fi	hyvänsä	hyvä	good,hear, hear,dear,happy,desirable,goodish,good luck,advisable,goodness,plus	-nsä	the,one's	concat
-ever	fi	kummassa	kumma	strange,nasty,on earth,odd,in the world,the dickens,severe	-ssa	per,in	concat
-eyed	fi	näköinen	näkö	vision,eyesight,sight,speculation	-inen	-like,-er,-y,-ous,-en	concat
-faceted	fi	puolinen	puoli	feature,half,side,phase,hand,drawback,face,facet,point,flank,aspect,half-hour	-nen	-ling,-y,-ed,-er	concat
-facient	en	causing	ca	euxenite,heulandite,reformist	using	by means of,utilisation,nonusing,boycott	concat
-faction	en	making	ma	eoarchean,neoarchean,hadean,milliamp,mesoarchean,paleoproterozoic,proterozoic,archaean,paleoarchean	king	his majesty,lit de justice,nonking,temenos,your majesty,superregal,unking,opposition,kingship,regal,kingling,shahanshah,quasi-divinity,roy,unregally,checkmate,honor,kingless,realm,crown,court card,crown prince,kingslayer,prince,hm,roytelet,coat card,check,k,jeroboam,speech from the throne,kinglike,regicide,regius	concat
-faction	en	production	product	educt,cash cow,multiproduct,solution,yield,implementation,generic,window cleaner,definition,procedure,precipitate,process,novelty,factum,supportability,manufacture,nonproduct,knockoff,best of breed,abort,deliverable,forthput,composite number,abandonware,specification,times,trial balloon,postcardware,health-conscious,misyield,rec,word,convert,mass-market	ion	arsenide,ligand,anion,macroion,charged particle,superion,molecular entity	concat
-ferous	ca	-fer	-r	to	fer	play,cause,go,wild,do,be,lay,measure,give,make,produce,make up,make do	drop left
-ferous	ca	-fer	fe	faith	-r	to	concat
-ferous	de	-haltig	halt	just,enough!,stop,hold,so,simply,halt,support	-ig	-y,-ly	concat
-ferous	en	containing	contain	befang,bund,feature,comprehend,cradle,kettle,encompass,beclip,hold back,inhold	-ing	bound morpheme	concat
-ferous	it	-ifero	i		-fero	-ferous	concat
-ferous	la	-fer	f		er	ar	concat
-fest	en	fest	fe	rhodonite,aerinite,wolframite	st		concat
-fest	en	fest	f		est	et	concat
-fix	en	append	app	burner	end	endsome,conclusive,application,run one's course,subterminal,conclusion,in fine,tip,exterminate,final curtain,eradicate,throw over,final cause,endknot,acuminate,break,oblanceolate,compleat,moribund,net,heelpiece,base,after all,close,demise,nait,expiry,to the last,butt,termless,tag end,terminate,endless,e2e,finish,run out,latter,tofall,surcease,omega,endlike,teleo-,speartip,complete,backload,dying,unendingly,unendly,endly,muzzle,determination,over and out,pass,tail block,blin,come to a close,conclude,desition,finis,perclose,endwise,nonending,shut down,fullend,terminal,can it,curtains,coronis,finale,consummation,intention,rest,cut off,expiration,wane,telo-,nonterminated	concat
-fold	fi	-kertainen	kerta	first,time	-inen	-like,-er,-y,-ous,-en	concat
-fold	hy	պատիկ	պատ	stalemate,wall	-իկ	-y	concat
-fold	hy	-պատիկ	պատ	stalemate,wall	-իկ	-y	concat
-fold	nl	-voud	v		oud	back,old	concat
-fold	sv	-faldig	fal	corrupt,for sale,bribable	dig	you,thee	concat
-fold	sv	-falt	fal	corrupt,for sale,bribable	t		concat
-ford	en	fording	for	fo',of,in favor of,apply,for to,than	ding	clour	concat
